rank,frequency,word,pos
9812,-1,초청장,명사
9813,-1,촌스럽다,형용사
9816,-1,카레,명사
9817,-1,컨디션,명사
9819,-1,코스모스,명사
9825,-1,토론자,명사
9829,-1,튼튼히,부사
9830,-1,티셔츠,명사
9838,-1,페인트,명사
9842,-1,평상시,명사
9853,-1,학교생활,명사
9855,-1,한둘,수사
9859,-1,해물,명사
9871,-1,형,명사
9876,-1,혼나다,동사
9888,-1,가만,부사
9892,-1,감정적,명사
9894,-1,강북,명사
9911,-1,고무신,명사
9916,-1,고춧가루,명사
9923,-1,관람,명사
9930,-1,교외,명사
9931,-1,교육비,명사
9934,-1,국립,명사
9942,-1,금,명사
9945,-1,기억되다,동사
9949,-1,까다,동사
9951,-1,꽃씨,명사
9952,-1,꾸준하다,형용사
9957,-1,난방,명사
9963,-1,내용물,명사
9966,-1,녹화,명사
9968,-1,농구,명사
9979,-1,달다,동사
9992,-1,뒷골목,명사
9994,-1,들어주다,동사
9995,-1,디자이너,명사
9996,-1,따로따로,부사
9998,-1,뛰어나가다,동사
9999,-1,뛰어놀다,동사
10002,-1,라이벌,명사
10013,-1,매번,부사
10015,-1,먹다,동사
10024,-1,무관심하다,형용사
10027,-1,무사하다,형용사
10041,-1,밤낮,명사
10043,-1,배구,명사
10051,-1,번역하다,동사
10058,-1,병아리,명사
10068,-1,부지런하다,형용사
10070,-1,부피,명사
10077,-1,비기다,동사
10093,-1,생활용품,명사
10100,-1,선풍기,명사
10105,-1,세로,명사
10106,-1,섹시하다,형용사
10110,-1,소비하다,동사
10119,-1,수리하다,동사
10126,-1,스물,수사
10131,-1,식료품,명사
10132,-1,식히다,동사
10136,-1,싫어지다,동사
10138,-1,씻기다,동사
10149,-1,얼리다,동사
10153,-1,여직원,명사
10159,-1,열리다,동사
10162,-1,옆방,명사
10167,-1,오피스텔,명사
10168,-1,올가을,명사
10169,-1,와이셔츠,명사
10182,-1,원피스,명사
10184,-1,윗사람,명사
10193,-1,이민,명사
10194,-1,이성,명사
10196,-1,이혼하다,동사
10198,-1,인제,명사
10204,-1,입사하다,동사
10218,-1,재우다,동사
10226,-1,전시되다,동사
10242,-1,졸리다,동사
10243,-1,졸음,명사
10245,-1,종이컵,명사
10247,-1,주문,명사
10254,-1,지능,명사
10265,-1,쩔쩔매다,동사
10273,-1,철,명사
10274,-1,청바지,명사
10280,-1,추가되다,동사
10286,-1,치료법,명사
10287,-1,치우다,보조사
10292,-1,코끼리,명사
10293,-1,콘서트,명사
10294,-1,큰소리,명사
10295,-1,큰아들,명사
10311,-1,특급,명사
10314,-1,평일,명사
10321,-1,풀어지다,동사
10329,-1,한겨울,명사
10331,-1,한평생,명사
10333,-1,해수욕장,명사
10334,-1,핸드폰,명사
10337,-1,허허,부사
10343,-1,호실,명사
10353,-1,휴지통,명사
10355,-1,흐려지다,동사
10356,-1,희망하다,동사
10357,-1,힘들어하다,동사
10371,-1,강의하다,동사
10384,-1,걱정되다,동사
10400,-1,공연하다,동사
10419,-1,귤,명사
10449,-1,내과,명사
10452,-1,넷째,관사
10482,-1,된장찌개,명사
10505,-1,목걸이,명사
10517,-1,무지개,명사
10519,-1,문법,명사
10549,-1,볶음,명사
10551,-1,볼링,명사
10565,-1,비둘기,명사
10592,-1,생활비,명사
10634,-1,스키장,명사
10637,-1,시대적,명사
10658,-1,쓰다,형용사
10669,-1,앞문,명사
10731,-1,인도,명사
10808,-1,책방,명사
10822,-1,추가하다,동사
10833,-1,칠판,명사
10839,-1,크리스마스,명사
10840,-1,탁구,명사
10903,-1,현대적,명사
10999,-1,구,수사
11024,-1,나흘,명사
11040,-1,늦가을,명사
11043,-1,다이어트,명사
11099,-1,목요일,명사
11104,-1,못생기다,형용사
11308,-1,영화관,명사
11311,-1,예술적,명사
11360,-1,장모,명사
11408,-1,중국집,명사
11421,-1,지우개,명사
11424,-1,지하도,명사
11478,-1,튀김,명사
11578,-1,고궁,명사
11580,-1,고속버스,명사
11684,-1,단추,명사
11691,-1,대중적,명사
11721,-1,뚱뚱하다,형용사
11768,-1,미역,명사
11775,-1,반말,명사
11819,-1,분홍색,명사
11837,-1,사,수사
11884,-1,소포,명사
11888,-1,손녀,명사
11896,-1,수영장,명사
11936,-1,아래층,명사
12030,-1,일본어,명사
12048,-1,작은아버지,명사
12049,-1,잠옷,명사
12051,-1,장갑,명사
12141,-1,초순,명사
12175,-1,퇴원하다,동사
12197,-1,하순,명사
12246,-1,갈비,명사
12347,-1,기혼,명사
12423,-1,도장,명사
12428,-1,동물원,명사
12460,-1,모레,명사
12569,-1,삼계탕,명사
12576,-1,생신,명사
12580,-1,서른,수사
12628,-1,시내버스,명사
12669,-1,아홉,수사
12720,-1,예약하다,동사
12746,-1,우표,명사
12818,-1,장미,명사
12913,-1,천둥,명사
12961,-1,퇴원,명사
12965,-1,파란색,명사
13080,-1,게으르다,형용사
13162,-1,기념품,명사
13192,-1,냉면,명사
13214,-1,단풍,명사
13235,-1,독일어,명사
13255,-1,떡볶이,명사
13326,-1,문학적,명사
13330,-1,미끄럽다,형용사
13378,-1,복숭아,명사
13411,-1,비빔밥,명사
13584,-1,여든,수사
13623,-1,외아들,명사
13671,-1,이따가,부사
13695,-1,일흔,수사
13715,-1,장인,명사
13987,-1,화요일,명사
14028,-1,강아지,명사
14205,-1,닷새,명사
14242,-1,동서남북,명사
14518,-1,선물하다,동사
14611,-1,아이스크림,명사
14690,-1,외할아버지,명사
14695,-1,요리하다,동사
14774,-1,입국,명사
14862,-1,주차,명사
14922,-1,체육관,명사
14932,-1,최소,명사
14947,-1,칠,수사
14950,-1,칼국수,명사
14960,-1,큰아버지,명사
15078,-1,홍차,명사
15251,-1,국민적,명사
15255,-1,국제선,명사
15360,-1,다섯째,수사
15425,-1,동양인,명사
15475,-1,맛없다,형용사
15575,-1,백,수사
15648,-1,사십,수사
15800,-1,안과,명사
15856,-1,연락처,명사
15860,-1,연세,명사
15879,-1,예식장,명사
15942,-1,월세,명사
15946,-1,위층,명사
15996,-1,인삼차,명사
16173,-1,진찰,명사
16217,-1,초록색,명사
16227,-1,축구공,명사
16252,-1,큰딸,명사
16291,-1,팔,수사
16464,-1,결석,명사
16599,-1,김치찌개,명사
16643,-1,녹차,명사
16709,-1,독감,명사
16774,-1,만두,명사
16889,-1,발음하다,동사
16935,-1,보라색,명사
16943,-1,복습하다,동사
17164,-1,스케이트,명사
17194,-1,실례하다,동사
17283,-1,여섯,수사
17294,-1,연두색,명사
17329,-1,온돌,명사
17406,-1,육,수사
17461,-1,일곱,수사
17710,-1,출입국,명사
17752,-1,클래식,명사
17797,-1,팝송,명사
17800,-1,팩스,명사
18114,-1,국내선,명사
18402,-1,떡국,명사
18638,-1,복습,명사
18764,-1,삼십,수사
18828,-1,성함,명사
18841,-1,세탁소,명사
18933,-1,시외버스,명사
19003,-1,야구장,명사
19100,-1,오십,수사
19150,-1,운동복,명사
19302,-1,작은아들,명사
19306,-1,잠자리,명사
19443,-1,주차하다,동사
19454,-1,중국어,명사
19549,-1,청소기,명사
19607,-1,칠십,수사
19748,-1,필통,명사
19755,-1,학생증,명사
19808,-1,형수,명사
20070,-1,공항버스,명사
20077,-1,관광버스,명사
20155,-1,그저께,명사
20268,-1,냉방,명사
20303,-1,눈병,명사
20314,-1,다섯째,관사
20677,-1,배추김치,명사
20886,-1,사탕,명사
20933,-1,색연필,명사
21016,-1,소아과,명사
21230,-1,양력,명사
21340,-1,예순,수사
21348,-1,오,수사
21595,-1,작은어머니,명사
21959,-1,축구장,명사
22156,-1,한글날,명사
22159,-1,한식,명사
22829,-1,넉,관사
23197,-1,메일,명사
23452,-1,복사기,명사
23601,-1,빗,명사
23768,-1,설렁탕,명사
24036,-1,십,수사
24058,-1,아드님,명사
24937,-1,천,수사
25684,-1,결석하다,동사
26081,-1,기념일,명사
26135,-1,까만색,명사
26255,-1,내후년,명사
26587,-1,따님,명사
27846,-1,쉰,수사
27910,-1,시아버지,명사
27929,-1,식품점,명사
28129,-1,약혼녀,명사
28175,-1,어저께,명사
28312,-1,영상,명사
28328,-1,예매하다,동사
28337,-1,예습,명사
28338,-1,예습하다,동사
28580,-1,육십,수사
29478,-1,출석하다,동사
29578,-1,큰어머니,명사
29719,-1,팔십,수사
32365,-1,멍멍,부사
33246,-1,분필,명사
34677,-1,약혼자,명사
34701,-1,양식,명사
34770,-1,억,수사
34841,-1,여덟,수사
35141,-1,외과,명사
36191,-1,제과점,명사
36464,-1,중식,명사
37160,-1,케첩,명사
37520,-1,편의점,명사
38470,-1,갈비탕,명사
38923,-1,검정색,명사
44499,-1,미용실,명사
49265,-1,아흔,수사
51771,-1,이십,수사
52043,-1,일식,명사
52406,-1,작은딸,명사
52763,-1,저곳,대명사
55056,-1,초등학생,명사
57151,-1,하얀색,명사
100000,-1,구십,수사
100000,-1,그렇게,부정사
100000,-1,깍두기,명사
100000,-1,이렇게,부정사
100000,-1,저렇게,부정사
